id,valid_time,knowledge_time,zone,price_eur_mwh,price_dkk_mwh,source,quality_passed,quality_report,created_at
4804,2025-07-03 06:00:00,2025-07-03 06:00:00,DK2,31.18,232.64957,energidataservice_csv,1,,2026-07-12 14:53:35
4801,2025-07-03 07:00:00,2025-07-03 07:00:00,DK1,0.0,0.0,energidataservice_csv,1,,2026-07-12 14:53:35
4802,2025-07-03 07:00:00,2025-07-03 07:00:00,DK2,26.049999,194.372068,energidataservice_csv,1,,2026-07-12 14:53:35
4799,2025-07-03 08:00:00,2025-07-03 08:00:00,DK1,-0.01,-0.074615,energidataservice_csv,1,,2026-07-12 14:53:35
4800,2025-07-03 08:00:00,2025-07-03 08:00:00,DK2,4.33,32.308295,energidataservice_csv,1,,2026-07-12 14:53:35
4797,2025-07-03 09:00:00,2025-07-03 09:00:00,DK1,0.0,0.0,energidataservice_csv,1,,2026-07-12 14:53:35
4798,2025-07-03 09:00:00,2025-07-03 09:00:00,DK2,4.15,30.965225,energidataservice_csv,1,,2026-07-12 14:53:35
4795,2025-07-03 10:00:00,2025-07-03 10:00:00,DK1,0.02,0.14923,energidataservice_csv,1,,2026-07-12 14:53:35
4796,2025-07-03 10:00:00,2025-07-03 10:00:00,DK2,4.14,30.89061,energidataservice_csv,1,,2026-07-12 14:53:35
4793,2025-07-03 11:00:00,2025-07-03 11:00:00,DK1,0.06,0.44769,energidataservice_csv,1,,2026-07-12 14:53:35
4794,2025-07-03 11:00:00,2025-07-03 11:00:00,DK2,4.13,30.815995,energidataservice_csv,1,,2026-07-12 14:53:35
4791,2025-07-03 12:00:00,2025-07-03 12:00:00,DK1,0.0,0.0,energidataservice_csv,1,,2026-07-12 14:53:35
4792,2025-07-03 12:00:00,2025-07-03 12:00:00,DK2,4.14,30.89061,energidataservice_csv,1,,2026-07-12 14:53:35
4789,2025-07-03 13:00:00,2025-07-03 13:00:00,DK1,0.05,0.373075,energidataservice_csv,1,,2026-07-12 14:53:35
4790,2025-07-03 13:00:00,2025-07-03 13:00:00,DK2,4.14,30.89061,energidataservice_csv,1,,2026-07-12 14:53:35
4787,2025-07-03 14:00:00,2025-07-03 14:00:00,DK1,2.03,15.146845,energidataservice_csv,1,,2026-07-12 14:53:35
4788,2025-07-03 14:00:00,2025-07-03 14:00:00,DK2,4.11,30.666765,energidataservice_csv,1,,2026-07-12 14:53:35
4785,2025-07-03 15:00:00,2025-07-03 15:00:00,DK1,3.16,23.57834,energidataservice_csv,1,,2026-07-12 14:53:35
4786,2025-07-03 15:00:00,2025-07-03 15:00:00,DK2,4.12,30.74138,energidataservice_csv,1,,2026-07-12 14:53:35
4783,2025-07-03 16:00:00,2025-07-03 16:00:00,DK1,4.21,31.412915,energidataservice_csv,1,,2026-07-12 14:53:35
4784,2025-07-03 16:00:00,2025-07-03 16:00:00,DK2,4.19,31.263685,energidataservice_csv,1,,2026-07-12 14:53:35
4781,2025-07-03 17:00:00,2025-07-03 17:00:00,DK1,74.0,552.151,energidataservice_csv,1,,2026-07-12 14:53:35
4782,2025-07-03 17:00:00,2025-07-03 17:00:00,DK2,35.630001,265.853252,energidataservice_csv,1,,2026-07-12 14:53:35
4779,2025-07-03 18:00:00,2025-07-03 18:00:00,DK1,131.050003,977.829597,energidataservice_csv,1,,2026-07-12 14:53:35
4780,2025-07-03 18:00:00,2025-07-03 18:00:00,DK2,106.290001,793.082842,energidataservice_csv,1,,2026-07-12 14:53:35
4777,2025-07-03 19:00:00,2025-07-03 19:00:00,DK1,151.100006,1127.432695,energidataservice_csv,1,,2026-07-12 14:53:35
4778,2025-07-03 19:00:00,2025-07-03 19:00:00,DK2,144.990005,1081.842922,energidataservice_csv,1,,2026-07-12 14:53:35
4775,2025-07-03 20:00:00,2025-07-03 20:00:00,DK1,133.300003,994.617972,energidataservice_csv,1,,2026-07-12 14:53:35
4776,2025-07-03 20:00:00,2025-07-03 20:00:00,DK2,133.300003,994.617972,energidataservice_csv,1,,2026-07-12 14:53:35
4773,2025-07-03 21:00:00,2025-07-03 21:00:00,DK1,117.029999,873.219338,energidataservice_csv,1,,2026-07-12 14:53:35
4774,2025-07-03 21:00:00,2025-07-03 21:00:00,DK2,117.010002,873.07013,energidataservice_csv,1,,2026-07-12 14:53:35
4771,2025-07-03 22:00:00,2025-07-03 22:00:00,DK1,109.07,813.847619,energidataservice_csv,1,,2026-07-12 14:53:35
4772,2025-07-03 22:00:00,2025-07-03 22:00:00,DK2,109.07,813.847619,energidataservice_csv,1,,2026-07-12 14:53:35
4769,2025-07-03 23:00:00,2025-07-03 23:00:00,DK1,103.459999,771.987475,energidataservice_csv,1,,2026-07-12 14:53:35
4770,2025-07-03 23:00:00,2025-07-03 23:00:00,DK2,103.459999,771.987475,energidataservice_csv,1,,2026-07-12 14:53:35
4767,2025-07-04 00:00:00,2025-07-04 00:00:00,DK1,99.980003,746.020788,energidataservice_csv,1,,2026-07-12 14:53:35
4768,2025-07-04 00:00:00,2025-07-04 00:00:00,DK2,99.980003,746.020788,energidataservice_csv,1,,2026-07-12 14:53:35
4765,2025-07-04 01:00:00,2025-07-04 01:00:00,DK1,96.379997,719.158624,energidataservice_csv,1,,2026-07-12 14:53:35
4766,2025-07-04 01:00:00,2025-07-04 01:00:00,DK2,96.379997,719.158624,energidataservice_csv,1,,2026-07-12 14:53:35
4763,2025-07-04 02:00:00,2025-07-04 02:00:00,DK1,95.010002,708.936132,energidataservice_csv,1,,2026-07-12 14:53:35
4764,2025-07-04 02:00:00,2025-07-04 02:00:00,DK2,95.010002,708.936132,energidataservice_csv,1,,2026-07-12 14:53:35
4761,2025-07-04 03:00:00,2025-07-04 03:00:00,DK1,87.330002,651.630276,energidataservice_csv,1,,2026-07-12 14:53:35
4762,2025-07-04 03:00:00,2025-07-04 03:00:00,DK2,87.330002,651.630276,energidataservice_csv,1,,2026-07-12 14:53:35
4759,2025-07-04 04:00:00,2025-07-04 04:00:00,DK1,96.699997,721.546368,energidataservice_csv,1,,2026-07-12 14:53:35
4760,2025-07-04 04:00:00,2025-07-04 04:00:00,DK2,96.699997,721.546368,energidataservice_csv,1,,2026-07-12 14:53:35
4757,2025-07-04 05:00:00,2025-07-04 05:00:00,DK1,111.290001,830.4126,energidataservice_csv,1,,2026-07-12 14:53:35
4758,2025-07-04 05:00:00,2025-07-04 05:00:00,DK2,111.290001,830.4126,energidataservice_csv,1,,2026-07-12 14:53:35
4755,2025-07-04 06:00:00,2025-07-04 06:00:00,DK1,100.0,746.17,energidataservice_csv,1,,2026-07-12 14:53:35
4756,2025-07-04 06:00:00,2025-07-04 06:00:00,DK2,100.0,746.17,energidataservice_csv,1,,2026-07-12 14:53:35
4753,2025-07-04 07:00:00,2025-07-04 07:00:00,DK1,81.93,611.337081,energidataservice_csv,1,,2026-07-12 14:53:35
4754,2025-07-04 07:00:00,2025-07-04 07:00:00,DK2,81.93,611.337081,energidataservice_csv,1,,2026-07-12 14:53:35
4751,2025-07-04 08:00:00,2025-07-04 08:00:00,DK1,54.189999,404.349516,energidataservice_csv,1,,2026-07-12 14:53:35
4752,2025-07-04 08:00:00,2025-07-04 08:00:00,DK2,54.189999,404.349516,energidataservice_csv,1,,2026-07-12 14:53:35
4749,2025-07-04 09:00:00,2025-07-04 09:00:00,DK1,6.69,49.918773,energidataservice_csv,1,,2026-07-12 14:53:35
4750,2025-07-04 09:00:00,2025-07-04 09:00:00,DK2,6.69,49.918773,energidataservice_csv,1,,2026-07-12 14:53:35
4747,2025-07-04 10:00:00,2025-07-04 10:00:00,DK1,-0.05,-0.373085,energidataservice_csv,1,,2026-07-12 14:53:35
4748,2025-07-04 10:00:00,2025-07-04 10:00:00,DK2,-0.05,-0.373085,energidataservice_csv,1,,2026-07-12 14:53:35
4745,2025-07-04 11:00:00,2025-07-04 11:00:00,DK1,-1.56,-11.640252,energidataservice_csv,1,,2026-07-12 14:53:35
4746,2025-07-04 11:00:00,2025-07-04 11:00:00,DK2,-1.74,-12.983358,energidataservice_csv,1,,2026-07-12 14:53:35
4743,2025-07-04 12:00:00,2025-07-04 12:00:00,DK1,-1.37,-10.222529,energidataservice_csv,1,,2026-07-12 14:53:35
4744,2025-07-04 12:00:00,2025-07-04 12:00:00,DK2,-0.49,-3.656233,energidataservice_csv,1,,2026-07-12 14:53:35
4741,2025-07-04 13:00:00,2025-07-04 13:00:00,DK1,-0.61,-4.551637,energidataservice_csv,1,,2026-07-12 14:53:35
4742,2025-07-04 13:00:00,2025-07-04 13:00:00,DK2,-0.61,-4.551637,energidataservice_csv,1,,2026-07-12 14:53:35
4739,2025-07-04 14:00:00,2025-07-04 14:00:00,DK1,2.39,17.833463,energidataservice_csv,1,,2026-07-12 14:53:35
4740,2025-07-04 14:00:00,2025-07-04 14:00:00,DK2,2.41,17.982697,energidataservice_csv,1,,2026-07-12 14:53:35
4737,2025-07-04 15:00:00,2025-07-04 15:00:00,DK1,39.919998,297.871049,energidataservice_csv,1,,2026-07-12 14:53:35
4738,2025-07-04 15:00:00,2025-07-04 15:00:00,DK2,39.880001,297.572603,energidataservice_csv,1,,2026-07-12 14:53:35
4735,2025-07-04 16:00:00,2025-07-04 16:00:00,DK1,74.57,556.418969,energidataservice_csv,1,,2026-07-12 14:53:35
4736,2025-07-04 16:00:00,2025-07-04 16:00:00,DK2,74.550003,556.269757,energidataservice_csv,1,,2026-07-12 14:53:35
4733,2025-07-04 17:00:00,2025-07-04 17:00:00,DK1,90.82,677.671594,energidataservice_csv,1,,2026-07-12 14:53:35
4734,2025-07-04 17:00:00,2025-07-04 17:00:00,DK2,90.82,677.671594,energidataservice_csv,1,,2026-07-12 14:53:35
4731,2025-07-04 18:00:00,2025-07-04 18:00:00,DK1,91.529999,682.969394,energidataservice_csv,1,,2026-07-12 14:53:35
4732,2025-07-04 18:00:00,2025-07-04 18:00:00,DK2,91.529999,682.969394,energidataservice_csv,1,,2026-07-12 14:53:35
4729,2025-07-04 19:00:00,2025-07-04 19:00:00,DK1,96.760002,721.994107,energidataservice_csv,1,,2026-07-12 14:53:35
4730,2025-07-04 19:00:00,2025-07-04 19:00:00,DK2,96.760002,721.994107,energidataservice_csv,1,,2026-07-12 14:53:35
4727,2025-07-04 20:00:00,2025-07-04 20:00:00,DK1,107.830002,804.595126,energidataservice_csv,1,,2026-07-12 14:53:35
4728,2025-07-04 20:00:00,2025-07-04 20:00:00,DK2,107.800003,804.371282,energidataservice_csv,1,,2026-07-12 14:53:35
4725,2025-07-04 21:00:00,2025-07-04 21:00:00,DK1,92.239998,688.267193,energidataservice_csv,1,,2026-07-12 14:53:35
4726,2025-07-04 21:00:00,2025-07-04 21:00:00,DK2,92.230003,688.192613,energidataservice_csv,1,,2026-07-12 14:53:35
4723,2025-07-04 22:00:00,2025-07-04 22:00:00,DK1,57.130001,426.286928,energidataservice_csv,1,,2026-07-12 14:53:35
4724,2025-07-04 22:00:00,2025-07-04 22:00:00,DK2,85.290001,636.4084,energidataservice_csv,1,,2026-07-12 14:53:35
4721,2025-07-04 23:00:00,2025-07-04 23:00:00,DK1,44.200001,329.807147,energidataservice_csv,1,,2026-07-12 14:53:35
4722,2025-07-04 23:00:00,2025-07-04 23:00:00,DK2,76.25,568.954625,energidataservice_csv,1,,2026-07-12 14:53:35
4719,2025-07-05 00:00:00,2025-07-05 00:00:00,DK1,25.040001,186.840975,energidataservice_csv,1,,2026-07-12 14:53:35
4720,2025-07-05 00:00:00,2025-07-05 00:00:00,DK2,71.410004,532.840027,energidataservice_csv,1,,2026-07-12 14:53:35
4717,2025-07-05 01:00:00,2025-07-05 01:00:00,DK1,21.059999,157.143395,energidataservice_csv,1,,2026-07-12 14:53:35
4718,2025-07-05 01:00:00,2025-07-05 01:00:00,DK2,68.57,511.648769,energidataservice_csv,1,,2026-07-12 14:53:35
4715,2025-07-05 02:00:00,2025-07-05 02:00:00,DK1,13.0,97.0021,energidataservice_csv,1,,2026-07-12 14:53:35
4716,2025-07-05 02:00:00,2025-07-05 02:00:00,DK2,69.150002,515.97657,energidataservice_csv,1,,2026-07-12 14:53:35
4713,2025-07-05 03:00:00,2025-07-05 03:00:00,DK1,8.7,64.91679,energidataservice_csv,1,,2026-07-12 14:53:35
4714,2025-07-05 03:00:00,2025-07-05 03:00:00,DK2,13.71,102.299907,energidataservice_csv,1,,2026-07-12 14:53:35
4711,2025-07-05 04:00:00,2025-07-05 04:00:00,DK1,11.9,88.79423,energidataservice_csv,1,,2026-07-12 14:53:35
4712,2025-07-05 04:00:00,2025-07-05 04:00:00,DK2,107.769997,804.147387,energidataservice_csv,1,,2026-07-12 14:53:35
4709,2025-07-05 05:00:00,2025-07-05 05:00:00,DK1,25.16,187.736372,energidataservice_csv,1,,2026-07-12 14:53:35
4710,2025-07-05 05:00:00,2025-07-05 05:00:00,DK2,38.400002,286.529295,energidataservice_csv,1,,2026-07-12 14:53:35
4707,2025-07-05 06:00:00,2025-07-05 06:00:00,DK1,17.860001,133.265969,energidataservice_csv,1,,2026-07-12 14:53:35
4708,2025-07-05 06:00:00,2025-07-05 06:00:00,DK2,17.860001,133.265969,energidataservice_csv,1,,2026-07-12 14:53:35
4705,2025-07-05 07:00:00,2025-07-05 07:00:00,DK1,3.34,24.922078,energidataservice_csv,1,,2026-07-12 14:53:35
4706,2025-07-05 07:00:00,2025-07-05 07:00:00,DK2,3.72,27.757524,energidataservice_csv,1,,2026-07-12 14:53:35
4703,2025-07-05 08:00:00,2025-07-05 08:00:00,DK1,0.66,4.924722,energidataservice_csv,1,,2026-07-12 14:53:35
4704,2025-07-05 08:00:00,2025-07-05 08:00:00,DK2,1.93,14.401081,energidataservice_csv,1,,2026-07-12 14:53:35
4701,2025-07-05 09:00:00,2025-07-05 09:00:00,DK1,0.55,4.103935,energidataservice_csv,1,,2026-07-12 14:53:35
4702,2025-07-05 09:00:00,2025-07-05 09:00:00,DK2,1.74,12.983358,energidataservice_csv,1,,2026-07-12 14:53:35
4699,2025-07-05 10:00:00,2025-07-05 10:00:00,DK1,-0.08,-0.596936,energidataservice_csv,1,,2026-07-12 14:53:35
4700,2025-07-05 10:00:00,2025-07-05 10:00:00,DK2,0.57,4.253169,energidataservice_csv,1,,2026-07-12 14:53:35
4697,2025-07-05 11:00:00,2025-07-05 11:00:00,DK1,-0.54,-4.029318,energidataservice_csv,1,,2026-07-12 14:53:35
4698,2025-07-05 11:00:00,2025-07-05 11:00:00,DK2,0.37,2.760829,energidataservice_csv,1,,2026-07-12 14:53:35
4695,2025-07-05 12:00:00,2025-07-05 12:00:00,DK1,-1.49,-11.117933,energidataservice_csv,1,,2026-07-12 14:53:35
4696,2025-07-05 12:00:00,2025-07-05 12:00:00,DK2,0.0,0.0,energidataservice_csv,1,,2026-07-12 14:53:35
4693,2025-07-05 13:00:00,2025-07-05 13:00:00,DK1,-0.9,-6.71553,energidataservice_csv,1,,2026-07-12 14:53:35
4694,2025-07-05 13:00:00,2025-07-05 13:00:00,DK2,1.27,9.476359,energidataservice_csv,1,,2026-07-12 14:53:35
4691,2025-07-05 14:00:00,2025-07-05 14:00:00,DK1,-2.0,-14.9234,energidataservice_csv,1,,2026-07-12 14:53:35
4692,2025-07-05 14:00:00,2025-07-05 14:00:00,DK2,3.33,24.847461,energidataservice_csv,1,,2026-07-12 14:53:35
4689,2025-07-05 15:00:00,2025-07-05 15:00:00,DK1,0.0,0.0,energidataservice_csv,1,,2026-07-12 14:53:35
4690,2025-07-05 15:00:00,2025-07-05 15:00:00,DK2,4.51,33.652267,energidataservice_csv,1,,2026-07-12 14:53:35
4687,2025-07-05 16:00:00,2025-07-05 16:00:00,DK1,28.0,208.9276,energidataservice_csv,1,,2026-07-12 14:53:35
4688,2025-07-05 16:00:00,2025-07-05 16:00:00,DK2,25.75,192.138775,energidataservice_csv,1,,2026-07-12 14:53:35
4685,2025-07-05 17:00:00,2025-07-05 17:00:00,DK1,51.290001,382.7106,energidataservice_csv,1,,2026-07-12 14:53:35
4686,2025-07-05 17:00:00,2025-07-05 17:00:00,DK2,51.279999,382.635969,energidataservice_csv,1,,2026-07-12 14:53:35
4683,2025-07-05 18:00:00,2025-07-05 18:00:00,DK1,79.480003,593.055938,energidataservice_csv,1,,2026-07-12 14:53:35
4684,2025-07-05 18:00:00,2025-07-05 18:00:00,DK2,79.480003,593.055938,energidataservice_csv,1,,2026-07-12 14:53:35
4681,2025-07-05 19:00:00,2025-07-05 19:00:00,DK1,105.360001,786.164719,energidataservice_csv,1,,2026-07-12 14:53:35
4682,2025-07-05 19:00:00,2025-07-05 19:00:00,DK2,105.339996,786.015448,energidataservice_csv,1,,2026-07-12 14:53:35
4679,2025-07-05 20:00:00,2025-07-05 20:00:00,DK1,112.269997,837.725037,energidataservice_csv,1,,2026-07-12 14:53:35
4680,2025-07-05 20:00:00,2025-07-05 20:00:00,DK2,112.239998,837.501193,energidataservice_csv,1,,2026-07-12 14:53:35
4677,2025-07-05 21:00:00,2025-07-05 21:00:00,DK1,107.230003,800.118113,energidataservice_csv,1,,2026-07-12 14:53:35
4678,2025-07-05 21:00:00,2025-07-05 21:00:00,DK2,107.230003,800.118113,energidataservice_csv,1,,2026-07-12 14:53:35
4675,2025-07-05 22:00:00,2025-07-05 22:00:00,DK1,80.029999,597.159844,energidataservice_csv,1,,2026-07-12 14:53:35
4676,2025-07-05 22:00:00,2025-07-05 22:00:00,DK2,80.029999,597.159844,energidataservice_csv,1,,2026-07-12 14:53:35
4673,2025-07-05 23:00:00,2025-07-05 23:00:00,DK1,70.0,522.319,energidataservice_csv,1,,2026-07-12 14:53:35
4674,2025-07-05 23:00:00,2025-07-05 23:00:00,DK2,70.0,522.319,energidataservice_csv,1,,2026-07-12 14:53:35
4671,2025-07-06 00:00:00,2025-07-06 00:00:00,DK1,73.919998,551.568849,energidataservice_csv,1,,2026-07-12 14:53:35
4672,2025-07-06 00:00:00,2025-07-06 00:00:00,DK2,73.919998,551.568849,energidataservice_csv,1,,2026-07-12 14:53:35
4669,2025-07-06 01:00:00,2025-07-06 01:00:00,DK1,74.129997,553.135799,energidataservice_csv,1,,2026-07-12 14:53:35
4670,2025-07-06 01:00:00,2025-07-06 01:00:00,DK2,74.129997,553.135799,energidataservice_csv,1,,2026-07-12 14:53:35
4667,2025-07-06 02:00:00,2025-07-06 02:00:00,DK1,73.489998,548.360318,energidataservice_csv,1,,2026-07-12 14:53:35
4668,2025-07-06 02:00:00,2025-07-06 02:00:00,DK2,73.489998,548.360318,energidataservice_csv,1,,2026-07-12 14:53:35
4665,2025-07-06 03:00:00,2025-07-06 03:00:00,DK1,79.669998,594.473624,energidataservice_csv,1,,2026-07-12 14:53:35
4666,2025-07-06 03:00:00,2025-07-06 03:00:00,DK2,79.669998,594.473624,energidataservice_csv,1,,2026-07-12 14:53:35
4663,2025-07-06 04:00:00,2025-07-06 04:00:00,DK1,78.459999,585.444975,energidataservice_csv,1,,2026-07-12 14:53:35
4664,2025-07-06 04:00:00,2025-07-06 04:00:00,DK2,78.459999,585.444975,energidataservice_csv,1,,2026-07-12 14:53:35
4661,2025-07-06 05:00:00,2025-07-06 05:00:00,DK1,77.57,578.804069,energidataservice_csv,1,,2026-07-12 14:53:35
4662,2025-07-06 05:00:00,2025-07-06 05:00:00,DK2,77.57,578.804069,energidataservice_csv,1,,2026-07-12 14:53:35
4659,2025-07-06 06:00:00,2025-07-06 06:00:00,DK1,70.57,526.572169,energidataservice_csv,1,,2026-07-12 14:53:35
4660,2025-07-06 06:00:00,2025-07-06 06:00:00,DK2,70.57,526.572169,energidataservice_csv,1,,2026-07-12 14:53:35
4657,2025-07-06 07:00:00,2025-07-06 07:00:00,DK1,38.810001,289.588584,energidataservice_csv,1,,2026-07-12 14:53:35
4658,2025-07-06 07:00:00,2025-07-06 07:00:00,DK2,38.810001,289.588584,energidataservice_csv,1,,2026-07-12 14:53:35
4655,2025-07-06 08:00:00,2025-07-06 08:00:00,DK1,19.209999,143.33925,energidataservice_csv,1,,2026-07-12 14:53:35
4656,2025-07-06 08:00:00,2025-07-06 08:00:00,DK2,19.209999,143.33925,energidataservice_csv,1,,2026-07-12 14:53:35
4653,2025-07-06 09:00:00,2025-07-06 09:00:00,DK1,13.19,98.419823,energidataservice_csv,1,,2026-07-12 14:53:35
4654,2025-07-06 09:00:00,2025-07-06 09:00:00,DK2,13.19,98.419823,energidataservice_csv,1,,2026-07-12 14:53:35
4651,2025-07-06 10:00:00,2025-07-06 10:00:00,DK1,10.26,76.557042,energidataservice_csv,1,,2026-07-12 14:53:35
4652,2025-07-06 10:00:00,2025-07-06 10:00:00,DK2,10.26,76.557042,energidataservice_csv,1,,2026-07-12 14:53:35
4649,2025-07-06 11:00:00,2025-07-06 11:00:00,DK1,5.85,43.650945,energidataservice_csv,1,,2026-07-12 14:53:35
4650,2025-07-06 11:00:00,2025-07-06 11:00:00,DK2,5.85,43.650945,energidataservice_csv,1,,2026-07-12 14:53:35
4647,2025-07-06 12:00:00,2025-07-06 12:00:00,DK1,11.2,83.57104,energidataservice_csv,1,,2026-07-12 14:53:35
4648,2025-07-06 12:00:00,2025-07-06 12:00:00,DK2,11.2,83.57104,energidataservice_csv,1,,2026-07-12 14:53:35
4645,2025-07-06 13:00:00,2025-07-06 13:00:00,DK1,50.57,377.338169,energidataservice_csv,1,,2026-07-12 14:53:35
4646,2025-07-06 13:00:00,2025-07-06 13:00:00,DK2,50.57,377.338169,energidataservice_csv,1,,2026-07-12 14:53:35
4643,2025-07-06 14:00:00,2025-07-06 14:00:00,DK1,70.769997,528.064487,energidataservice_csv,1,,2026-07-12 14:53:35
4644,2025-07-06 14:00:00,2025-07-06 14:00:00,DK2,70.769997,528.064487,energidataservice_csv,1,,2026-07-12 14:53:35
4641,2025-07-06 15:00:00,2025-07-06 15:00:00,DK1,100.290001,748.3339,energidataservice_csv,1,,2026-07-12 14:53:35
4642,2025-07-06 15:00:00,2025-07-06 15:00:00,DK2,100.290001,748.3339,energidataservice_csv,1,,2026-07-12 14:53:35
4639,2025-07-06 16:00:00,2025-07-06 16:00:00,DK1,107.370003,801.162751,energidataservice_csv,1,,2026-07-12 14:53:35
4640,2025-07-06 16:00:00,2025-07-06 16:00:00,DK2,107.370003,801.162751,energidataservice_csv,1,,2026-07-12 14:53:35
4637,2025-07-06 17:00:00,2025-07-06 17:00:00,DK1,112.160004,836.904302,energidataservice_csv,1,,2026-07-12 14:53:35
4638,2025-07-06 17:00:00,2025-07-06 17:00:00,DK2,112.160004,836.904302,energidataservice_csv,1,,2026-07-12 14:53:35
4635,2025-07-06 18:00:00,2025-07-06 18:00:00,DK1,120.32,897.791744,energidataservice_csv,1,,2026-07-12 14:53:35
4636,2025-07-06 18:00:00,2025-07-06 18:00:00,DK2,120.32,897.791744,energidataservice_csv,1,,2026-07-12 14:53:35
4633,2025-07-06 19:00:00,2025-07-06 19:00:00,DK1,125.040001,933.010975,energidataservice_csv,1,,2026-07-12 14:53:35
4634,2025-07-06 19:00:00,2025-07-06 19:00:00,DK2,125.040001,933.010975,energidataservice_csv,1,,2026-07-12 14:53:35
4631,2025-07-06 20:00:00,2025-07-06 20:00:00,DK1,122.209999,911.89435,energidataservice_csv,1,,2026-07-12 14:53:35
4632,2025-07-06 20:00:00,2025-07-06 20:00:00,DK2,122.209999,911.89435,energidataservice_csv,1,,2026-07-12 14:53:35
4629,2025-07-06 21:00:00,2025-07-06 21:00:00,DK1,110.779999,826.607119,energidataservice_csv,1,,2026-07-12 14:53:35
4630,2025-07-06 21:00:00,2025-07-06 21:00:00,DK2,110.779999,826.607119,energidataservice_csv,1,,2026-07-12 14:53:35
4627,2025-07-06 22:00:00,2025-07-06 22:00:00,DK1,118.839996,886.593906,energidataservice_csv,1,,2026-07-12 14:53:35
4628,2025-07-06 22:00:00,2025-07-06 22:00:00,DK2,118.839996,886.593906,energidataservice_csv,1,,2026-07-12 14:53:35
4625,2025-07-06 23:00:00,2025-07-06 23:00:00,DK1,107.419998,801.396153,energidataservice_csv,1,,2026-07-12 14:53:35
4626,2025-07-06 23:00:00,2025-07-06 23:00:00,DK2,107.419998,801.396153,energidataservice_csv,1,,2026-07-12 14:53:35
4623,2025-07-07 00:00:00,2025-07-07 00:00:00,DK1,101.919998,760.363953,energidataservice_csv,1,,2026-07-12 14:53:35
4624,2025-07-07 00:00:00,2025-07-07 00:00:00,DK2,101.919998,760.363953,energidataservice_csv,1,,2026-07-12 14:53:35
4621,2025-07-07 01:00:00,2025-07-07 01:00:00,DK1,99.120003,739.47487,energidataservice_csv,1,,2026-07-12 14:53:35
4622,2025-07-07 01:00:00,2025-07-07 01:00:00,DK2,99.120003,739.47487,energidataservice_csv,1,,2026-07-12 14:53:35
4619,2025-07-07 02:00:00,2025-07-07 02:00:00,DK1,101.0,753.5004,energidataservice_csv,1,,2026-07-12 14:53:35
4620,2025-07-07 02:00:00,2025-07-07 02:00:00,DK2,101.0,753.5004,energidataservice_csv,1,,2026-07-12 14:53:35
4617,2025-07-07 03:00:00,2025-07-07 03:00:00,DK1,100.900002,752.754375,energidataservice_csv,1,,2026-07-12 14:53:35
4618,2025-07-07 03:00:00,2025-07-07 03:00:00,DK2,89.720001,669.347095,energidataservice_csv,1,,2026-07-12 14:53:35
4615,2025-07-07 04:00:00,2025-07-07 04:00:00,DK1,125.120003,933.44527,energidataservice_csv,1,,2026-07-12 14:53:35
