cd ~/EnergyLenscd ~/EnergyLens
git add -A
git commit -m "Add ENTSO-E generation features to production pipeline"
git push
gcloud run deploy energylens --source . --region europe-north1time,SpotPriceEUR,SpotPriceDKK,temperature_2m,wind_speed_10m,direct_radiation,diffuse_radiation,cloud_cover,precipitation,wind_generation_mw,solar_generation_mw,renewable_generation,total_generation_mw,gen_B15,gen_biomass,gen_fossil_gas,gen_fossil_hard_coal,gen_fossil_oil,gen_hydro_river,gen_solar,gen_solar_thermal,gen_wind_offshore,gen_wind_onshore
2025-07-04 00:00:00,99.980003,746.020788,,,,,,,,,,,,,,,,,,,,
2025-07-04 01:00:00,96.379997,719.158624,,,,,,,,,,,,,,,,,,,,
2025-07-04 02:00:00,95.010002,708.936132,,,,,,,,,,,,,,,,,,,,
2025-07-04 03:00:00,87.330002,651.630276,,,,,,,,,,,,,,,,,,,,
2025-07-04 04:00:00,96.699997,721.546368,,,,,,,,,,,,,,,,,,,,
2025-07-04 05:00:00,111.290001,830.4126,,,,,,,,,,,,,,,,,,,,
2025-07-04 06:00:00,100.0,746.17,,,,,,,,,,,,,,,,,,,,
2025-07-04 07:00:00,81.93,611.337081,,,,,,,,,,,,,,,,,,,,
2025-07-04 08:00:00,54.189999,404.349516,,,,,,,,,,,,,,,,,,,,
2025-07-04 09:00:00,6.69,49.918773,,,,,,,,,,,,,,,,,,,,
2025-07-04 10:00:00,-0.05,-0.373085,,,,,,,,,,,,,,,,,,,,
2025-07-04 11:00:00,-1.56,-11.640252,,,,,,,,,,,,,,,,,,,,
2025-07-04 12:00:00,-1.37,-10.222529,,,,,,,,,,,,,,,,,,,,
2025-07-04 13:00:00,-0.61,-4.551637,,,,,,,,,,,,,,,,,,,,
2025-07-04 14:00:00,2.39,17.833463,,,,,,,,,,,,,,,,,,,,
2025-07-04 15:00:00,39.919998,297.871049,,,,,,,,,,,,,,,,,,,,
2025-07-04 16:00:00,74.57,556.418969,,,,,,,,,,,,,,,,,,,,
2025-07-04 17:00:00,90.82,677.671594,,,,,,,,,,,,,,,,,,,,
2025-07-04 18:00:00,91.529999,682.969394,,,,,,,,,,,,,,,,,,,,
2025-07-04 19:00:00,96.760002,721.994107,,,,,,,,,,,,,,,,,,,,
2025-07-04 20:00:00,107.830002,804.595126,,,,,,,,,,,,,,,,,,,,
2025-07-04 21:00:00,92.239998,688.267193,,,,,,,,,,,,,,,,,,,,
2025-07-04 22:00:00,57.130001,426.286928,,,,,,,,,,,,,,,,,,,,
2025-07-04 23:00:00,44.200001,329.807147,,,,,,,,,,,,,,,,,,,,
2025-07-05 00:00:00,25.040001,186.840975,,,,,,,,,,,,,,,,,,,,
2025-07-05 01:00:00,21.059999,157.143395,,,,,,,,,,,,,,,,,,,,
2025-07-05 02:00:00,13.0,97.0021,,,,,,,,,,,,,,,,,,,,
2025-07-05 03:00:00,8.7,64.91679,,,,,,,,,,,,,,,,,,,,
2025-07-05 04:00:00,11.9,88.79423,,,,,,,,,,,,,,,,,,,,
2025-07-05 05:00:00,25.16,187.736372,,,,,,,,,,,,,,,,,,,,
2025-07-05 06:00:00,17.860001,133.265969,,,,,,,,,,,,,,,,,,,,
2025-07-05 07:00:00,3.34,24.922078,,,,,,,,,,,,,,,,,,,,
2025-07-05 08:00:00,0.66,4.924722,,,,,,,,,,,,,,,,,,,,
2025-07-05 09:00:00,0.55,4.103935,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:00:00,-0.08,-0.596936,,,,,,,,,,,,,,,,,,,,
2025-07-05 11:00:00,-0.54,-4.029318,,,,,,,,,,,,,,,,,,,,
2025-07-05 12:00:00,-1.49,-11.117933,,,,,,,,,,,,,,,,,,,,
2025-07-05 13:00:00,-0.9,-6.71553,,,,,,,,,,,,,,,,,,,,
2025-07-05 14:00:00,-2.0,-14.9234,,,,,,,,,,,,,,,,,,,,
2025-07-05 15:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2025-07-05 16:00:00,28.0,208.9276,,,,,,,,,,,,,,,,,,,,
2025-07-05 17:00:00,51.290001,382.7106,,,,,,,,,,,,,,,,,,,,
2025-07-05 18:00:00,79.480003,593.055938,,,,,,,,,,,,,,,,,,,,
2025-07-05 19:00:00,105.360001,786.164719,,,,,,,,,,,,,,,,,,,,
2025-07-05 20:00:00,112.269997,837.725037,,,,,,,,,,,,,,,,,,,,
2025-07-05 21:00:00,107.230003,800.118113,,,,,,,,,,,,,,,,,,,,
2025-07-05 22:00:00,80.029999,597.159844,,,,,,,,,,,,,,,,,,,,
2025-07-05 23:00:00,70.0,522.319,,,,,,,,,,,,,,,,,,,,
2025-07-06 00:00:00,73.919998,551.568849,,,,,,,,,,,,,,,,,,,,
2025-07-06 01:00:00,74.129997,553.135799,,,,,,,,,,,,,,,,,,,,
2025-07-06 02:00:00,73.489998,548.360318,,,,,,,,,,,,,,,,,,,,
2025-07-06 03:00:00,79.669998,594.473624,,,,,,,,,,,,,,,,,,,,
2025-07-06 04:00:00,78.459999,585.444975,,,,,,,,,,,,,,,,,,,,
2025-07-06 05:00:00,77.57,578.804069,,,,,,,,,,,,,,,,,,,,
2025-07-06 06:00:00,70.57,526.572169,,,,,,,,,,,,,,,,,,,,
2025-07-06 07:00:00,38.810001,289.588584,,,,,,,,,,,,,,,,,,,,
2025-07-06 08:00:00,19.209999,143.33925,,,,,,,,,,,,,,,,,,,,
2025-07-06 09:00:00,13.19,98.419823,,,,,,,,,,,,,,,,,,,,
2025-07-06 10:00:00,10.26,76.557042,,,,,,,,,,,,,,,,,,,,
2025-07-06 11:00:00,5.85,43.650945,,,,,,,,,,,,,,,,,,,,
2025-07-06 12:00:00,11.2,83.57104,,,,,,,,,,,,,,,,,,,,
2025-07-06 13:00:00,50.57,377.338169,,,,,,,,,,,,,,,,,,,,
2025-07-06 14:00:00,70.769997,528.064487,,,,,,,,,,,,,,,,,,,,
2025-07-06 15:00:00,100.290001,748.3339,,,,,,,,,,,,,,,,,,,,
2025-07-06 16:00:00,107.370003,801.162751,,,,,,,,,,,,,,,,,,,,
2025-07-06 17:00:00,112.160004,836.904302,,,,,,,,,,,,,,,,,,,,
2025-07-06 18:00:00,120.32,897.791744,,,,,,,,,,,,,,,,,,,,
2025-07-06 19:00:00,125.040001,933.010975,,,,,,,,,,,,,,,,,,,,
2025-07-06 20:00:00,122.209999,911.89435,,,,,,,,,,,,,,,,,,,,
2025-07-06 21:00:00,110.779999,826.607119,,,,,,,,,,,,,,,,,,,,
2025-07-06 22:00:00,118.839996,886.593906,,,,,,,,,,,,,,,,,,,,
2025-07-06 23:00:00,107.419998,801.396153,,,,,,,,,,,,,,,,,,,,
2025-07-07 00:00:00,101.919998,760.363953,,,,,,,,,,,,,,,,,,,,
2025-07-07 01:00:00,99.120003,739.47487,,,,,,,,,,,,,,,,,,,,
2025-07-07 02:00:00,101.0,753.5004,,,,,,,,,,,,,,,,,,,,
2025-07-07 03:00:00,100.900002,752.754375,,,,,,,,,,,,,,,,,,,,
2025-07-07 04:00:00,125.120003,933.44527,,,,,,,,,,,,,,,,,,,,
2025-07-07 05:00:00,131.009995,977.386967,,,,,,,,,,,,,,,,,,,,
2025-07-07 06:00:00,146.639999,1093.993049,,,,,,,,,,,,,,,,,,,,
2025-07-07 07:00:00,131.990005,984.698233,,,,,,,,,,,,,,,,,,,,
2025-07-07 08:00:00,108.639999,810.497849,,,,,,,,,,,,,,,,,,,,
2025-07-07 09:00:00,92.370003,689.11717,,,,,,,,,,,,,,,,,,,,
2025-07-07 10:00:00,78.720001,587.282695,,,,,,,,,,,,,,,,,,,,
2025-07-07 11:00:00,61.07,455.606628,,,,,,,,,,,,,,,,,,,,
2025-07-07 12:00:00,52.610001,392.491651,,,,,,,,,,,,,,,,,,,,
2025-07-07 13:00:00,50.669998,378.018453,,,,,,,,,,,,,,,,,,,,
2025-07-07 14:00:00,45.950001,342.805387,,,,,,,,,,,,,,,,,,,,
2025-07-07 15:00:00,60.310001,449.936731,,,,,,,,,,,,,,,,,,,,
2025-07-07 16:00:00,77.980003,581.762014,,,,,,,,,,,,,,,,,,,,
2025-07-07 17:00:00,92.269997,688.371086,,,,,,,,,,,,,,,,,,,,
2025-07-07 18:00:00,97.279999,725.747705,,,,,,,,,,,,,,,,,,,,
2025-07-07 19:00:00,109.919998,820.047153,,,,,,,,,,,,,,,,,,,,
2025-07-07 20:00:00,110.089996,821.315406,,,,,,,,,,,,,,,,,,,,
2025-07-07 21:00:00,87.300003,651.292942,,,,,,,,,,,,,,,,,,,,
2025-07-07 22:00:00,103.830002,774.665262,,,,,,,,,,,,,,,,,,,,
2025-07-07 23:00:00,92.900002,693.117625,,,,,,,,,,,,,,,,,,,,
2025-07-08 00:00:00,81.489998,607.988726,,,,,,,,,,,,,,,,,,,,
2025-07-08 01:00:00,84.779999,632.535095,,,,,,,,,,,,,,,,,,,,
2025-07-08 02:00:00,85.370003,636.937055,,,,,,,,,,,,,,,,,,,,
2025-07-08 03:00:00,91.139999,679.986419,,,,,,,,,,,,,,,,,,,,
2025-07-08 04:00:00,107.989998,805.702576,,,,,,,,,,,,,,,,,,,,
2025-07-08 05:00:00,118.650002,885.2358,,,,,,,,,,,,,,,,,,,,
2025-07-08 06:00:00,117.760002,878.595599,,,,,,,,,,,,,,,,,,,,
2025-07-08 07:00:00,94.059998,701.772239,,,,,,,,,,,,,,,,,,,,
2025-07-08 08:00:00,81.779999,610.152395,,,,,,,,,,,,,,,,,,,,
2025-07-08 09:00:00,78.440002,585.233011,,,,,,,,,,,,,,,,,,,,
2025-07-08 10:00:00,60.150002,448.77315,,,,,,,,,,,,,,,,,,,,
2025-07-08 11:00:00,54.720001,408.260455,,,,,,,,,,,,,,,,,,,,
2025-07-08 12:00:00,53.040001,395.726143,,,,,,,,,,,,,,,,,,,,
2025-07-08 13:00:00,54.650002,407.7382,,,,,,,,,,,,,,,,,,,,
2025-07-08 14:00:00,65.199997,486.450658,,,,,,,,,,,,,,,,,,,,
2025-07-08 15:00:00,79.980003,596.722804,,,,,,,,,,,,,,,,,,,,
2025-07-08 16:00:00,83.919998,626.118713,,,,,,,,,,,,,,,,,,,,
2025-07-08 17:00:00,102.099998,761.757875,,,,,,,,,,,,,,,,,,,,
2025-07-08 18:00:00,122.769997,915.974671,,,,,,,,,,,,,,,,,,,,
2025-07-08 19:00:00,123.339996,920.227376,,,,,,,,,,,,,,,,,,,,
2025-07-08 20:00:00,116.650002,870.314,,,,,,,,,,,,,,,,,,,,
2025-07-08 21:00:00,100.949997,753.177833,,,,,,,,,,,,,,,,,,,,
2025-07-08 22:00:00,97.150002,724.855595,,,,,,,,,,,,,,,,,,,,
2025-07-08 23:00:00,86.849998,648.005205,,,,,,,,,,,,,,,,,,,,
2025-07-09 00:00:00,83.860001,625.696239,,,,,,,,,,,,,,,,,,,,
2025-07-09 01:00:00,84.650002,631.590595,,,,,,,,,,,,,,,,,,,,
2025-07-09 02:00:00,85.099998,634.948105,,,,,,,,,,,,,,,,,,,,
2025-07-09 03:00:00,96.150002,717.394395,,,,,,,,,,,,,,,,,,,,
2025-07-09 04:00:00,113.660004,848.040022,,,,,,,,,,,,,,,,,,,,
2025-07-09 05:00:00,116.459999,868.931345,,,,,,,,,,,,,,,,,,,,
2025-07-09 06:00:00,113.589996,847.517678,,,,,,,,,,,,,,,,,,,,
2025-07-09 07:00:00,95.660004,713.738422,,,,,,,,,,,,,,,,,,,,
2025-07-09 08:00:00,84.68,631.814416,,,,,,,,,,,,,,,,,,,,
2025-07-09 09:00:00,77.769997,580.257502,,,,,,,,,,,,,,,,,,,,
2025-07-09 10:00:00,65.669998,489.976989,,,,,,,,,,,,,,,,,,,,
2025-07-09 11:00:00,46.689999,348.363421,,,,,,,,,,,,,,,,,,,,
2025-07-09 12:00:00,37.779999,281.884129,,,,,,,,,,,,,,,,,,,,
2025-07-09 13:00:00,48.32,360.525184,,,,,,,,,,,,,,,,,,,,
2025-07-09 14:00:00,71.129997,530.715134,,,,,,,,,,,,,,,,,,,,
2025-07-09 15:00:00,84.730003,632.187498,,,,,,,,,,,,,,,,,,,,
2025-07-09 16:00:00,99.010002,738.733427,,,,,,,,,,,,,,,,,,,,
2025-07-09 17:00:00,115.980003,865.349998,,,,,,,,,,,,,,,,,,,,
2025-07-09 18:00:00,135.339996,1009.798778,,,,,,,,,,,,,,,,,,,,
2025-07-09 19:00:00,138.240005,1031.436325,,,,,,,,,,,,,,,,,,,,
2025-07-09 20:00:00,119.790001,893.777155,,,,,,,,,,,,,,,,,,,,
2025-07-09 21:00:00,104.900002,782.679895,,,,,,,,,,,,,,,,,,,,
2025-07-09 22:00:00,100.910004,752.899631,,,,,,,,,,,,,,,,,,,,
2025-07-09 23:00:00,95.730003,714.251125,,,,,,,,,,,,,,,,,,,,
2025-07-10 00:00:00,89.099998,664.783995,,,,,,,,,,,,,,,,,,,,
2025-07-10 01:00:00,86.449997,645.012073,,,,,,,,,,,,,,,,,,,,
2025-07-10 02:00:00,87.970001,656.352974,,,,,,,,,,,,,,,,,,,,
2025-07-10 03:00:00,98.620003,735.813704,,,,,,,,,,,,,,,,,,,,
2025-07-10 04:00:00,107.610001,802.888978,,,,,,,,,,,,,,,,,,,,
2025-07-10 05:00:00,107.230003,800.053775,,,,,,,,,,,,,,,,,,,,
2025-07-10 06:00:00,105.349998,786.02687,,,,,,,,,,,,,,,,,,,,
2025-07-10 07:00:00,88.900002,663.291805,,,,,,,,,,,,,,,,,,,,
2025-07-10 08:00:00,82.0,611.8102,,,,,,,,,,,,,,,,,,,,
2025-07-10 09:00:00,65.330002,487.433678,,,,,,,,,,,,,,,,,,,,
2025-07-10 10:00:00,45.220001,337.390949,,,,,,,,,,,,,,,,,,,,
2025-07-10 11:00:00,39.509998,294.788046,,,,,,,,,,,,,,,,,,,,
2025-07-10 12:00:00,39.549999,295.086498,,,,,,,,,,,,,,,,,,,,
2025-07-10 13:00:00,56.709999,423.118974,,,,,,,,,,,,,,,,,,,,
2025-07-10 14:00:00,76.800003,573.012502,,,,,,,,,,,,,,,,,,,,
2025-07-10 15:00:00,86.400002,644.639055,,,,,,,,,,,,,,,,,,,,
2025-07-10 16:00:00,100.199997,747.602198,,,,,,,,,,,,,,,,,,,,
2025-07-10 17:00:00,114.389999,853.475222,,,,,,,,,,,,,,,,,,,,
2025-07-10 18:00:00,134.669998,1004.786322,,,,,,,,,,,,,,,,,,,,
2025-07-10 19:00:00,132.699997,990.087948,,,,,,,,,,,,,,,,,,,,
2025-07-10 20:00:00,120.879997,901.897746,,,,,,,,,,,,,,,,,,,,
2025-07-10 21:00:00,107.690002,803.485874,,,,,,,,,,,,,,,,,,,,
2025-07-10 22:00:00,104.75,781.592125,,,,,,,,,,,,,,,,,,,,
2025-07-10 23:00:00,99.57,742.941555,,,,,,,,,,,,,,,,,,,,
2025-07-11 00:00:00,95.0,708.8425,,,,,,,,,,,,,,,,,,,,
2025-07-11 01:00:00,90.690002,676.68345,,,,,,,,,,,,,,,,,,,,
2025-07-11 02:00:00,91.529999,682.951088,,,,,,,,,,,,,,,,,,,,
2025-07-11 03:00:00,99.400002,741.673115,,,,,,,,,,,,,,,,,,,,
2025-07-11 04:00:00,107.410004,801.439745,,,,,,,,,,,,,,,,,,,,
2025-07-11 05:00:00,105.919998,790.322065,,,,,,,,,,,,,,,,,,,,
2025-07-11 06:00:00,105.18,784.80057,,,,,,,,,,,,,,,,,,,,
2025-07-11 07:00:00,93.300003,696.157972,,,,,,,,,,,,,,,,,,,,
2025-07-11 08:00:00,82.900002,618.558365,,,,,,,,,,,,,,,,,,,,
2025-07-11 09:00:00,73.150002,545.80874,,,,,,,,,,,,,,,,,,,,
2025-07-11 10:00:00,63.82,476.19293,,,,,,,,,,,,,,,,,,,,
2025-07-11 11:00:00,42.16,314.57684,,,,,,,,,,,,,,,,,,,,
2025-07-11 12:00:00,32.040001,239.066467,,,,,,,,,,,,,,,,,,,,
2025-07-11 13:00:00,38.099998,284.283135,,,,,,,,,,,,,,,,,,,,
2025-07-11 14:00:00,59.549999,444.332318,,,,,,,,,,,,,,,,,,,,
2025-07-11 15:00:00,83.150002,620.42374,,,,,,,,,,,,,,,,,,,,
2025-07-11 16:00:00,86.440002,644.972075,,,,,,,,,,,,,,,,,,,,
2025-07-11 17:00:00,101.93,760.550695,,,,,,,,,,,,,,,,,,,,
2025-07-11 18:00:00,117.5,876.72625,,,,,,,,,,,,,,,,,,,,
2025-07-11 19:00:00,118.080002,881.053935,,,,,,,,,,,,,,,,,,,,
2025-07-11 20:00:00,113.800003,849.118722,,,,,,,,,,,,,,,,,,,,
2025-07-11 21:00:00,103.82,774.65293,,,,,,,,,,,,,,,,,,,,
2025-07-11 22:00:00,112.230003,837.404167,,,,,,,,,,,,,,,,,,,,
2025-07-11 23:00:00,104.57,780.249055,,,,,,,,,,,,,,,,,,,,
2025-07-12 00:00:00,90.199997,673.027278,,,,,,,,,,,,,,,,,,,,
2025-07-12 01:00:00,85.0,634.2275,,,,,,,,,,,,,,,,,,,,
2025-07-12 02:00:00,85.660004,639.15212,,,,,,,,,,,,,,,,,,,,
2025-07-12 03:00:00,84.559998,630.944425,,,,,,,,,,,,,,,,,,,,
2025-07-12 04:00:00,75.0,559.6125,,,,,,,,,,,,,,,,,,,,
2025-07-12 05:00:00,71.650002,534.61649,,,,,,,,,,,,,,,,,,,,
2025-07-12 06:00:00,66.800003,498.428222,,,,,,,,,,,,,,,,,,,,
2025-07-12 07:00:00,40.59,302.862285,,,,,,,,,,,,,,,,,,,,
2025-07-12 08:00:00,18.190001,135.724692,,,,,,,,,,,,,,,,,,,,
2025-07-12 09:00:00,3.0,22.3845,,,,,,,,,,,,,,,,,,,,
2025-07-12 10:00:00,0.22,1.64153,,,,,,,,,,,,,,,,,,,,
2025-07-12 11:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2025-07-12 12:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2025-07-12 13:00:00,0.22,1.64153,,,,,,,,,,,,,,,,,,,,
2025-07-12 14:00:00,16.77,125.129355,,,,,,,,,,,,,,,,,,,,
2025-07-12 15:00:00,71.269997,531.781083,,,,,,,,,,,,,,,,,,,,
2025-07-12 16:00:00,102.0,761.073,,,,,,,,,,,,,,,,,,,,
2025-07-12 17:00:00,106.849998,797.26126,,,,,,,,,,,,,,,,,,,,
2025-07-12 18:00:00,120.0,895.38,,,,,,,,,,,,,,,,,,,,
2025-07-12 19:00:00,125.019997,932.836708,,,,,,,,,,,,,,,,,,,,
2025-07-12 20:00:00,125.0,932.6875,,,,,,,,,,,,,,,,,,,,
2025-07-12 21:00:00,115.419998,861.206315,,,,,,,,,,,,,,,,,,,,
2025-07-12 22:00:00,115.349998,860.68401,,,,,,,,,,,,,,,,,,,,
2025-07-12 23:00:00,109.139999,814.348103,,,,,,,,,,,,,,,,,,,,
2025-07-13 00:00:00,108.419998,808.975815,,,,,,,,,,,,,,,,,,,,
2025-07-13 01:00:00,107.349998,800.99201,,,,,,,,,,,,,,,,,,,,
2025-07-13 02:00:00,104.639999,780.771353,,,,,,,,,,,,,,,,,,,,
2025-07-13 03:00:00,100.849998,752.49226,,,,,,,,,,,,,,,,,,,,
2025-07-13 04:00:00,95.800003,714.811722,,,,,,,,,,,,,,,,,,,,
2025-07-13 05:00:00,92.18,687.80107,,,,,,,,,,,,,,,,,,,,
2025-07-13 06:00:00,87.940002,656.164325,,,,,,,,,,,,,,,,,,,,
2025-07-13 07:00:00,57.619999,429.931623,,,,,,,,,,,,,,,,,,,,
2025-07-13 08:00:00,4.28,31.93522,,,,,,,,,,,,,,,,,,,,
2025-07-13 09:00:00,0.05,0.373075,,,,,,,,,,,,,,,,,,,,
2025-07-13 10:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2025-07-13 11:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2025-07-13 12:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2025-07-13 13:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2025-07-13 14:00:00,2.36,17.60914,,,,,,,,,,,,,,,,,,,,
2025-07-13 15:00:00,73.400002,547.674115,,,,,,,,,,,,,,,,,,,,
2025-07-13 16:00:00,100.610001,750.701522,,,,,,,,,,,,,,,,,,,,
2025-07-13 17:00:00,113.739998,848.670995,,,,,,,,,,,,,,,,,,,,
2025-07-13 18:00:00,120.0,895.38,,,,,,,,,,,,,,,,,,,,
2025-07-13 19:00:00,127.699997,952.833528,,,,,,,,,,,,,,,,,,,,
2025-07-13 20:00:00,126.940002,947.162825,,,,,,,,,,,,,,,,,,,,
2025-07-13 21:00:00,115.410004,861.131745,,,,,,,,,,,,,,,,,,,,
2025-07-13 22:00:00,114.019997,850.919836,,,,,,,,,,,,,,,,,,,,
2025-07-13 23:00:00,104.010002,776.216244,,,,,,,,,,,,,,,,,,,,
2025-07-14 00:00:00,98.169998,732.632878,,,,,,,,,,,,,,,,,,,,
2025-07-14 01:00:00,94.940002,708.527741,,,,,,,,,,,,,,,,,,,,
2025-07-14 02:00:00,99.110001,739.648026,,,,,,,,,,,,,,,,,,,,
2025-07-14 03:00:00,107.18,799.873622,,,,,,,,,,,,,,,,,,,,
2025-07-14 04:00:00,117.870003,879.652045,,,,,,,,,,,,,,,,,,,,
2025-07-14 05:00:00,121.620003,907.63792,,,,,,,,,,,,,,,,,,,,
2025-07-14 06:00:00,112.059998,836.292559,,,,,,,,,,,,,,,,,,,,
2025-07-14 07:00:00,92.43,689.795847,,,,,,,,,,,,,,,,,,,,
2025-07-14 08:00:00,84.580002,631.212097,,,,,,,,,,,,,,,,,,,,
2025-07-14 09:00:00,79.669998,594.569228,,,,,,,,,,,,,,,,,,,,
2025-07-14 10:00:00,70.980003,529.716664,,,,,,,,,,,,,,,,,,,,
2025-07-14 11:00:00,64.169998,478.894278,,,,,,,,,,,,,,,,,,,,
2025-07-14 12:00:00,57.150002,426.50475,,,,,,,,,,,,,,,,,,,,
2025-07-14 13:00:00,55.82,416.579078,,,,,,,,,,,,,,,,,,,,
2025-07-14 14:00:00,71.099998,530.612175,,,,,,,,,,,,,,,,,,,,
2025-07-14 15:00:00,84.580002,631.212097,,,,,,,,,,,,,,,,,,,,
2025-07-14 16:00:00,98.940002,738.379341,,,,,,,,,,,,,,,,,,,,
2025-07-14 17:00:00,110.110001,821.739926,,,,,,,,,,,,,,,,,,,,
2025-07-14 18:00:00,139.990005,1044.731408,,,,,,,,,,,,,,,,,,,,
2025-07-14 19:00:00,141.570007,1056.522805,,,,,,,,,,,,,,,,,,,,
2025-07-14 20:00:00,126.139999,941.370199,,,,,,,,,,,,,,,,,,,,
2025-07-14 21:00:00,115.150002,859.35295,,,,,,,,,,,,,,,,,,,,
2025-07-14 22:00:00,106.099998,791.887945,,,,,,,,,,,,,,,,,,,,
2025-07-14 23:00:00,103.059998,769.198601,,,,,,,,,,,,,,,,,,,,
2025-07-15 00:00:00,93.860001,700.533503,,,,,,,,,,,,,,,,,,,,
2025-07-15 01:00:00,88.279999,658.886601,,,,,,,,,,,,,,,,,,,,
2025-07-15 02:00:00,87.120003,650.228854,,,,,,,,,,,,,,,,,,,,
2025-07-15 03:00:00,93.0,694.1148,,,,,,,,,,,,,,,,,,,,
2025-07-15 04:00:00,110.330002,823.459003,,,,,,,,,,,,,,,,,,,,
2025-07-15 05:00:00,113.410004,846.446906,,,,,,,,,,,,,,,,,,,,
2025-07-15 06:00:00,106.860001,797.560303,,,,,,,,,,,,,,,,,,,,
2025-07-15 07:00:00,90.82,677.844152,,,,,,,,,,,,,,,,,,,,
2025-07-15 08:00:00,77.669998,579.697797,,,,,,,,,,,,,,,,,,,,
2025-07-15 09:00:00,65.0,485.134,,,,,,,,,,,,,,,,,,,,
2025-07-15 10:00:00,59.189999,441.770477,,,,,,,,,,,,,,,,,,,,
2025-07-15 11:00:00,47.259998,352.729721,,,,,,,,,,,,,,,,,,,,
2025-07-15 12:00:00,40.200001,300.036727,,,,,,,,,,,,,,,,,,,,
2025-07-15 13:00:00,42.57,317.725452,,,,,,,,,,,,,,,,,,,,
2025-07-15 14:00:00,65.0,485.134,,,,,,,,,,,,,,,,,,,,
2025-07-15 15:00:00,84.870003,633.435754,,,,,,,,,,,,,,,,,,,,
2025-07-15 16:00:00,101.540001,757.853951,,,,,,,,,,,,,,,,,,,,
2025-07-15 17:00:00,108.150002,807.188355,,,,,,,,,,,,,,,,,,,,
2025-07-15 18:00:00,119.779999,893.990001,,,,,,,,,,,,,,,,,,,,
2025-07-15 19:00:00,141.990005,1059.756601,,,,,,,,,,,,,,,,,,,,
2025-07-15 20:00:00,121.279999,905.185401,,,,,,,,,,,,,,,,,,,,
2025-07-15 21:00:00,112.449997,839.281798,,,,,,,,,,,,,,,,,,,,
2025-07-15 22:00:00,97.629997,728.641957,,,,,,,,,,,,,,,,,,,,
2025-07-15 23:00:00,93.989998,701.475552,,,,,,,,,,,,,,,,,,,,
2025-07-16 00:00:00,86.669998,646.844196,,,,,,,,,,,,,,,,,,,,
